threshold,precision,recall,f1
0.0,0.04980404964075767,1.0,0.09488256338466323
2.107324462485849e-06,0.04980404964075767,1.0,0.09488256338466323
2.4242428935394855e-06,0.04981218357014535,1.0,0.09489732420659615
2.4301848497998435e-06,0.04982845940205849,1.0,0.094926859632742
2.4510372895747423e-06,0.04984474587350874,1.0,0.09495641344956413
2.4893552108551376e-06,0.04986104299493216,1.0,0.09498598567424478
2.4968755951704225e-06,0.04987735077677841,1.0,0.09501557632398754
2.6647701361071086e-06,0.049885508668629376,1.0,0.09503037856363919
2.752194632194005e-06,0.04989366922951088,1.0,0.09504518541601745
2.7555036012927303e-06,0.04990183246073299,1.0,0.09505999688327879
2.7634616799332434e-06,0.04992633818955639,1.0,0.09510445899594636
2.783094032565714e-06,0.04993451211525868,1.0,0.09511928894433183
2.795777845676639e-06,0.049942688717864746,1.0,0.095134123518403
2.8472268240875565e-06,0.049983611930514586,1.0,0.09520836584985172
2.8562153602251783e-06,0.04999180462219308,1.0,0.09522322822354044
2.863811459974386e-06,0.05001639881928501,1.0,0.0952678431985007
2.8752776870533125e-06,0.05004922874958976,1.0,0.09532739490545399
2.9277346129674697e-06,0.05005744296733957,1.0,0.09534229446702096
2.9775032999168616e-06,0.05008210180623974,1.0,0.09538702111024237
3.000309561684844e-06,0.05009855453350854,1.0,0.0954168621930236
3.0051776320760837e-06,0.05012325390304026,1.0,0.09546165884194052
3.0062067253311398e-06,0.05013973368403748,1.0,0.09549154664996869
3.0367039016709896e-06,0.05015622430521296,1.0,0.0955214531788287
3.0600920126744313e-06,0.05016447368421053,1.0,0.09553641346906813
3.091932057941449e-06,0.050172725777265996,1.0,0.09555137844611529
3.1691995445726207e-06,0.05018098058571899,1.0,0.09556634811217296
3.1831057185627287e-06,0.05019749835418038,1.0,0.0955963015201379
3.2195125641010236e-06,0.050205761316872426,1.0,0.09561128526645767
3.232208655390423e-06,0.05029683377308707,1.0,0.09577641701994033
3.2466359698446468e-06,0.050305129473857825,1.0,0.09579145728643215
3.2511718472960638e-06,0.050338339660009904,1.0,0.09585166561910748
3.255270257795928e-06,0.05034664905909541,1.0,0.09586672953009587
3.2824887057358865e-06,0.05035496120191514,1.0,0.095881798176674
3.323091732454486e-06,0.05037159372419488,1.0,0.09591194968553458
3.323792270748527e-06,0.05037991410637595,1.0,0.0959270325522881
3.3279313811362954e-06,0.050396563119629874,1.0,0.0959572125216297
3.3549633826623904e-06,0.05040489175342919,1.0,0.0959723096286973
3.3626224649196956e-06,0.050413223140495865,1.0,0.09598741148701809
3.39258849635371e-06,0.050421557282195405,1.0,0.0960025180988354
3.4156964829890057e-06,0.05042989417989418,1.0,0.09601762946639383
3.4226484331156826e-06,0.05043823383495948,1.0,0.09603274559193956
3.454809075265075e-06,0.050488329746730676,1.0,0.0961235423889064
3.459909748926293e-06,0.050496688741721855,1.0,0.09613869188337275
3.4602696814545197e-06,0.050513415038092084,1.0,0.09616900520258552
3.474405730230501e-06,0.05053015241882041,1.0,0.09619933764390474
3.4806905659934273e-06,0.050538525269262634,1.0,0.09621451104100945
3.4907759527413873e-06,0.050546900894928734,1.0,0.09622968922542988
3.503275820548879e-06,0.05056366047745358,1.0,0.09626005996528327
3.521591679600533e-06,0.0505804311774461,1.0,0.0962904498816101
3.5244106584286783e-06,0.05058882069995024,1.0,0.09630565203662772
3.5292102893436095e-06,0.05060560809689729,1.0,0.0963360707517372
3.5321429550094763e-06,0.05061400597411218,1.0,0.09635128731637972
3.5455786928650923e-06,0.0506392163373734,1.0,0.0963969658659924
3.547973619788536e-06,0.050647625373630024,1.0,0.09641220167535956
3.550826932041673e-06,0.050664451827242524,1.0,0.09644268774703557
3.553357601049356e-06,0.050681289464938516,1.0,0.09647319310453899
3.567302201190614e-06,0.050689712481302975,1.0,0.09648845302119581
3.5745047171076294e-06,0.05069813829787234,1.0,0.09650371776617624
3.5755072076426586e-06,0.05070656691604322,1.0,0.09651898734177215
3.5851462598657236e-06,0.05071499833721317,1.0,0.09653426175027693
