threshold,precision,recall,f1
0.00013637533,0.05488878220515282,1.0,0.10406553398048385
0.00017753527,0.05489756722151088,1.0,0.10408132301613558
0.00021574834,0.0549063550504242,1.0,0.10409711684360388
0.00022610235,0.054915145693243676,1.0,0.10411291546507051
0.00023097468,0.05492393915132106,1.0,0.10412871888271853
0.00026127498,0.05493273542600897,1.0,0.1041445270987323
0.00028258853,0.0549415345186609,1.0,0.10416034011529755
0.000285983,0.05495033643063121,1.0,0.10417615793460132
0.00029304522,0.05495914116327512,1.0,0.10419198055883198
0.0002960762,0.05496794871794872,1.0,0.1042078079901792
0.00030948903,0.05497675909600898,1.0,0.10422364023083404
0.00032168548,0.05499438832772166,1.0,0.10425531914883733
0.00034347744,0.055003207184092365,1.0,0.1042711658305745
0.00034753393,0.055012028869286286,1.0,0.10428701733039672
0.0003576052,0.05502085338466474,1.0,0.1043028736505017
0.0003611019,0.05503851091142491,1.0,0.10433460076035739
0.00037966462,0.0550561797752809,1.0,0.10436634717774985
0.00038091897,0.055065018462032427,1.0,0.10438222763228083
0.00038158812,0.055073859987154784,1.0,0.1043981129203089
0.00038737713,0.05508270435201542,1.0,0.10441400304404107
0.00039889754,0.055091551557982656,1.0,0.10442989800568576
0.00039927725,0.0551004016064257,1.0,0.10444579780745278
0.00040220734,0.055109254498714656,1.0,0.1044617024515532
0.00040330985,0.055135830252371,1.0,0.10450944545998626
0.00040532488,0.055144694533762056,1.0,0.10452536949555839
0.00042923258,0.05515356166586268,1.0,0.10454129838453974
0.00043553632,0.05516243165004825,1.0,0.10455723212914948
0.00047719252,0.05518905872888174,1.0,0.10460506251896155
0.000503878,0.055197940135178626,1.0,0.10462101570830408
0.00053005764,0.05520682440045067,1.0,0.10463697376439138
0.00054015394,0.05522460151344389,1.0,0.10466890448571099
0.0005451522,0.055233494363929145,1.0,0.10468487715540208
0.0005475424,0.0552423900789177,1.0,0.10470085470075548
0.0005511367,0.05525128865979381,1.0,0.10471683712400395
0.00055321824,0.05526019010794265,1.0,0.10473282442738167
0.00055908447,0.05526909442475024,1.0,0.10474881661312412
0.0005858805,0.055278001611603546,1.0,0.10476481368346822
0.0006025427,0.055286911669890394,1.0,0.10478081564065218
0.000626556,0.055295824600999514,1.0,0.10479682248691564
0.0006313689,0.055304740406320545,1.0,0.10481283422449961
0.0006370446,0.055331505081464755,1.0,0.10486089880760471
0.00063766626,0.055340432397547594,1.0,0.1048769301329078
0.00063935044,0.05535829567462879,1.0,0.10490900749340112
0.0006556489,0.05536723163841808,1.0,0.10492505353309114
0.00066165585,0.05537617048756861,1.0,0.10494110448207893
0.0006632392,0.05538511222347812,1.0,0.1049571603426178
0.0007009429,0.05539405684754522,1.0,0.10497322111696249
0.00070373836,0.05541195476575121,1.0,0.10500535741609521
0.0007448032,0.05542986425339366,1.0,0.10503751339754248
0.0007631618,0.05544778532169415,1.0,0.10506968907939195
0.0007662826,0.05546571798188875,1.0,0.10510188447975334
0.00076642283,0.05547468866246159,1.0,0.10511798958004137
0.00081162073,0.055483662245228084,1.0,0.10513409961675861
0.0008232829,0.055501618122977346,1.0,0.10516633450856203
0.00086374034,0.055510600420780064,1.0,0.10518245936819227
0.00087707915,0.05551958562641632,1.0,0.10519858917333998
0.0008794072,0.05553756476683938,1.0,0.10523086362929131
0.0009134628,0.05554655870445344,1.0,0.10524700828465021
0.00092125847,0.05555555555555555,1.0,0.1052631578946371
0.000931576,0.05556455532156164,1.0,0.10527931246153316
0.0009701831,0.05557355800388853,1.0,0.10529547198762089
0.0009985223,0.05558256360395398,1.0,0.10531163647518423
0.0010110547,0.05559157212317666,1.0,0.10532780592650855
0.0010807763,0.05560058356297617,1.0,0.10534398034388053
0.0010809272,0.05560959792477302,1.0,0.1053601597295884
0.0011142535,0.05561861520998865,1.0,0.10537634408592167
0.0011410367,0.05562763542004541,1.0,0.10539253341517132
0.0011715435,0.05563665855636658,1.0,0.1054087277196297
0.0011749645,0.055645684620376376,1.0,0.1054249270015906
0.0011760276,0.05565471361349992,1.0,0.10544113126334922
0.0011857891,0.05566374553716326,1.0,0.10545734050720217
0.0012294955,0.05567278039279338,1.0,0.10547355473544744
0.001243689,0.05568181818181818,1.0,0.10548977395038446
0.0012517954,0.0556908589056665,1.0,0.10550599815431407
0.0012523541,0.05569990256576811,1.0,0.10552222734953856
0.0012678172,0.05570894916355368,1.0,0.10553846153836156
0.0012902238,0.05571799870045484,1.0,0.10555470072308819
0.0012932189,0.05572705117790414,1.0,0.10557094490602495
0.0012933945,0.055736106597335064,1.0,0.1055871940894798
0.0013759021,0.055745164960182024,1.0,0.10560344827576203
0.0013859293,0.05575422626788036,1.0,0.10561970746718248
0.001445558,0.05576329052186636,1.0,0.1056359716660533
0.0014484932,0.055772357723577234,1.0,0.10565224087468816
0.0014537798,0.05578142787445113,1.0,0.10566851509540207
0.0014575446,0.05579050097592713,1.0,0.1056847943305115
0.0014748409,0.055799577029445255,1.0,0.10570107858233438
0.00148705,0.05580865603644647,1.0,0.10571736785319005
0.0014950096,0.05581773799837266,1.0,0.10573366214539924
0.0015110055,0.055826822916666664,1.0,0.10574996146128413
0.0015232466,0.05583591079277226,1.0,0.1057662658031684
0.001529672,0.05584500162813416,1.0,0.10578257517337705
0.0015646681,0.055863192182410426,1.0,0.105815209008075
0.0016093801,0.055872291904218926,1.0,0.10583153347722157
0.0016132963,0.05588139459107201,1.0,0.10584786298400713
0.0016163007,0.0558905002444191,1.0,0.10586419753076394
0.0016295222,0.05589960886571056,1.0,0.10588053711982562
0.001637189,0.05590872045639772,1.0,0.10589688175352736
0.0016427297,0.055917835017932835,1.0,0.1059132314342057
0.001645737,0.05592695255176912,1.0,0.10592958616419862
0.001666246,0.05593607305936073,1.0,0.1059459459458456
0.001678311,0.05594519654216278,1.0,0.10596231078148755
0.0016854262,0.05595432300163132,1.0,0.10597868067346676
0.0016972066,0.05596345243922336,1.0,0.10599505562412705
0.0017094503,0.05598172025461074,1.0,0.10602782071087331
0.0017380335,0.055990858635324846,1.0,0.1060442108516541
0.0017538486,0.056009144350097975,1.0,0.10607700633977891
0.0018203979,0.056018291687081494,1.0,0.10609341169182653
0.0018365084,0.05602744201241425,1.0,0.10610982211900237
0.0018558264,0.056036595327560855,1.0,0.10612623762366188
0.0018606182,0.056054910933159015,1.0,0.10615908387486078
0.0018734701,0.05606407322654462,1.0,0.1061755146261183
0.0018840465,0.05607323851561223,1.0,0.10619195046429573
0.0019085077,0.05608240680183126,1.0,0.10620839139175574
0.0019106523,0.05609157808667212,1.0,0.10622483741086254
0.0019140216,0.05610075237160615,1.0,0.10624128852398179
0.0019333924,0.05610992965810568,1.0,0.10625774473348056
0.0019714218,0.05611910994764398,1.0,0.10627420604172741
0.001982966,0.05613747954173486,1.0,0.10630714396394707
0.0019845653,0.05614666884923883,1.0,0.10632362058266434
0.0019885048,0.05615586116568435,1.0,0.10634010230961874
0.0019891465,0.056165056492549534,1.0,0.10635658914718611
0.0020047887,0.05617425483131346,1.0,0.10637308109774389
0.002017626,0.05619266055045872,1.0,0.10640608034734766
0.0020286583,0.056201867933803044,1.0,0.10642258765115582
0.002038267,0.05622029175544992,1.0,0.10645561762870118
0.0020530468,0.05622950819672131,1.0,0.10647214030720945
0.0020614855,0.05623872766027217,1.0,0.10648866811539125
0.0020651163,0.056247950147589376,1.0,0.10650520105563584
0.0020755532,0.05609316057077251,0.9970845481049563,0.10621118012412273
0.0020850622,0.05611156685808039,0.9970845481049563,0.10624417520959156
0.002093926,0.05612077453232688,0.9970845481049563,0.10626068044109843
0.0021047075,0.056129985228951254,0.9970845481049563,0.10627719080163929
0.002109147,0.05614841569528813,0.9970845481049563,0.10631022691938927
0.002131937,0.0561576354679803,0.9970845481049563,0.10632675268138513
0.0021798946,0.05616685826900969,0.9970845481049563,0.10634328358198858
0.0022222626,0.056176084099868594,0.9970845481049563,0.10635981962359672
0.0022340352,0.056185312962050274,0.9970845481049563,0.10637636080860817
0.0022944806,0.056194544857048966,0.9970845481049563,0.10639290713942301
0.0023282676,0.0562037797863599,0.9970845481049563,0.10640945861844285
0.0023729468,0.05621301775147929,0.9970845481049563,0.10642601524807072
0.0023778568,0.056222258753904325,0.9970845481049563,0.10644257703071125
0.002389127,0.05623150279513318,0.9970845481049563,0.10645914396877051
0.0024115844,0.056240749876665025,0.9970845481049563,0.10647571606465608
0.0024384998,0.05625,0.9970845481049563,0.10649229332077699
